name,email,country,region,phone,address,occupation,registration_number,married,age,skin_color,2nd_vacine,team,fixed
Martina Banks,etiam.vestibulum@enim.edu,Brazil,Maranhão,(34) 0000-7271,Willa Mckinney,integer.tincidunt@arcuvelquam.net,Brazil,Paraná,(55) 0000-1546,Ap #983-2249 Metus. Road,Medico,2855,Sim,48,Preta,1,Enfermeiro Chefe,2863,Nao,36,Branca,0,9,Nao
Rooney Sullivan,elementum.purus@lacusquisque.org,Brazil,Pernambuco,(77) 0000-8631,Willa Mckinney,integer.tincidunt@arcuvelquam.net,Brazil,Paraná,(55) 0000-1546,Ap #983-2249 Metus. Road,Medico,2855,Sim,48,Preta,1,Enfermeiro UTI,2864,Sim,34,Amarela,0,8,Sim
Driscoll Meadows,in@ultriciesligula.org,Brazil,Minas Gerais,(63) 0000-7146,Ap #676-9810 Conubia Ave,Medico,2865,Nao,30,Amarela,0,6,Sim
Lois Herman,interdum.curabitur@nulladonecnon.net,Brazil,Pernambuco,(87) 0000-3067,Ap #409-8186 A Ave,Medico,2866,Nao,26,Preta,0,13,Sim
Aspen Hobbs,ornare@rutrumjusto.com,Brazil,Paraíba,(87) 0000-4136,847-9285 Erat Ave,Enfermeiro Chefe,2867,Sim,34,Parda,0,7,Nao
Blake Branch,auctor@nostraper.com,Brazil,Minas Gerais,(47) 0000-5686,Willa Mckinney,integer.tincidunt@arcuvelquam.net,Brazil,Paraná,(55) 0000-1546,Ap #983-2249 Metus. Road,Medico,2855,Sim,48,Preta,1,Enfermeiro Obstreta,2868,Nao,46,Branca,0,11,Nao
Burke Morton,dictum@sociosquad.com,Brazil,Maranhão,(04) 0000-9665,Ap #602-6160 Sociis Road,Auxiliar de Enfermagem,2869,Sim,19,Preta,1,10,Sim
Stone Larson,non@dolordonec.co.uk,Brazil,Rio Grande do Sul,(52) 0000-6383,Willa Mckinney,integer.tincidunt@arcuvelquam.net,Brazil,Paraná,(55) 0000-1546,Ap #983-2249 Metus. Road,Medico,2855,Sim,48,Preta,1,Nefrologista,2870,Nao,37,Branca,0,5,Nao
Todd Wheeler,nullam.velit@doloregestasrhoncus.edu,Brazil,Bahia,(11) 0000-2728,Ap #597-8029 Et Avenue,Auxiliar de Enfermagem,2871,Nao,42,Branca,0,10,Nao
Winter Cohen,nec@egestashendreritneque.co.uk,Brazil,Paraná,(76) 0000-6270,3804 Ac St.,Enfermeiro Plantonista,2872,Sim,44,Indígena,0,8,Nao
Alana Roberts,integer.eu.lacus@seddictum.ca,Brazil,Paraná,(27) 0000-5709,507-5826 Lorem Rd.,Enfermeiro Chefe,2873,Nao,30,Parda,0,8,Sim
Randall Cox,eu@enim.co.uk,Brazil,Maranhão,(84) 0000-8185,582-8325 Porttitor Street,Enfermeiro Plantonista,2874,Nao,23,Preta,1,12,Sim
Briar Bass,sit.amet@ornarein.co.uk,Brazil,Paraíba,(93) 0000-2688,Ap #383-7172 Rutrum Street,Gerente de Enfermagem,2875,Sim,18,Branca,1,9,Nao
Daryl Osborn,at.arcu@lacinia.org,Brazil,Ceará,(27) 0000-6715,Ap #276-6303 Quisque St.,Enfermeiro Chefe,2876,Sim,19,Branca,0,14,Nao
Macey Spence,vestibulum.accumsan@nullainteger.ca,Brazil,Santa Catarina,(28) 0000-3455,Willa Mckinney,integer.tincidunt@arcuvelquam.net,Brazil,Paraná,(55) 0000-1546,Ap #983-2249 Metus. Road,Medico,2855,Sim,48,Preta,1,Nefrologista,2877,Nao,43,Branca,0,7,Sim
Talon Fletcher,pede.cras.vulputate@molestie.net,Brazil,Maranhão,(35) 0000-1010,692-3983 Velit Street,Tecnico Em Radiologia,2878,Nao,21,Parda,1,11,Nao
Hedda Brock,egestas@nectempus.ca,Brazil,São Paulo,(23) 0000-0602,Willa Mckinney,integer.tincidunt@arcuvelquam.net,Brazil,Paraná,(55) 0000-1546,Ap #983-2249 Metus. Road,Medico,2855,Sim,48,Preta,1,Enfermeiro Plantonista,2879,Nao,20,Amarela,0,8,Nao
Gannon Kirkland,aliquet.metus.urna@feugiatsednec.co.uk,Brazil,Paraná,(61) 0000-8614,958-5583 Dui. Rd.,Coordenador de Enfermagem,2880,Sim,34,Branca,0,3,Sim
George Rosario,luctus@vehiculaaliquetlibero.net,Brazil,Paraíba,(51) 0000-6337,Ap #114-1849 Habitant Rd.,Enfermeiro Chefe,2881,Nao,36,Branca,1,3,Sim
Bradley Miranda,aenean@mattiscraseget.org,Brazil,Pernambuco,(81) 0000-0461,9738 Malesuada Rd.,Enfermeiro UTI,2882,Nao,27,Preta,0,4,Sim
Bethany Joyce,scelerisque.mollis@nondui.com,Brazil,Pernambuco,(70) 0000-2624,905-8352 Feugiat Rd.,Enfermeiro Chefe,2883,Sim,23,Branca,0,10,Sim
Stacey Harding,egestas.lacinia@inmagna.org,Brazil,Pará,(75) 0000-1923,Willa Mckinney,integer.tincidunt@arcuvelquam.net,Brazil,Paraná,(55) 0000-1546,Ap #983-2249 Metus. Road,Medico,2855,Sim,48,Preta,1,Farmaceutico,2884,Nao,20,Amarela,0,6,Nao
Brenda Rutledge,nunc@lobortismauris.net,Brazil,Pernambuco,(17) 0000-2805,Willa Mckinney,integer.tincidunt@arcuvelquam.net,Brazil,Paraná,(55) 0000-1546,Ap #983-2249 Metus. Road,Medico,2855,Sim,48,Preta,1,Farmaceutico,2885,Nao,35,Branca,0,7,Sim
Brent Kline,ornare.sagittis@tempor.edu,Brazil,Pernambuco,(97) 0000-3614,Ap #270-1793 Aliquam Rd.,Cirurgiao,2886,Sim,43,Indígena,0,4,Sim
Jeanette Sanchez,faucibus.lectus@acfermentum.org,Brazil,Rio Grande do Sul,(45) 0000-1512,Ap #531-2080 Sit Rd.,Nefrologista,2887,Sim,33,Preta,1,8,Sim
Dalton Morrow,vel.nisl@estnuncullamcorper.ca,Brazil,Paraná,(21) 0000-9540,113-4638 Commodo Road,Cirurgiao,2888,Sim,35,Parda,1,4,Sim
Charity Bright,dolor.sit@quislectus.edu,Brazil,Paraíba,(38) 0000-6188,376-2919 Donec Rd.,Tecnico Enfermagem,2889,Nao,38,Indígena,1,4,Nao
Keane Beasley,nullam.feugiat@justoproin.edu,Brazil,São Paulo,(47) 0000-6305,Ap #187-5520 Nisi Rd.,Cirurgiao,2890,Nao,44,Branca,0,4,Nao
Tatyana Mcgee,eget@metusurna.edu,Brazil,Bahia,(68) 0000-1637,978-9968 Phasellus Ave,Medico,2891,Nao,43,Indígena,1,12,Sim
Anthony Clemons,sed.est@ultriciesornare.co.uk,Brazil,Paraíba,(48) 0000-7041,116-9337 Urna Rd.,Farmaceutico,2892,Sim,41,Preta,0,6,Sim
Kibo Tillman,lacus.pede@tinciduntcongue.co.uk,Brazil,Rio de Janeiro,(57) 0000-5754,378-2747 Vulputate Avenue,Enfermeiro UTI,2893,Nao,32,Branca,0,11,Sim
Jessamine Irwin,ac.risus@velpede.com,Brazil,Ceará,(13) 0000-5671,Ap #142-1657 Et Avenue,Nefrologista,2894,Nao,19,Indígena,1,9,Nao
Len Robinson,adipiscing.enim@molestiepharetranibh.ca,Brazil,Goiás,(34) 0000-2218,712-9878 Arcu St.,Cirurgiao,2895,Sim,22,Amarela,1,13,Sim
Kibo Burks,libero.et@maecenasmalesuada.co.uk,Brazil,Minas Gerais,(78) 0000-8811,Willa Mckinney,integer.tincidunt@arcuvelquam.net,Brazil,Paraná,(55) 0000-1546,Ap #983-2249 Metus. Road,Medico,2855,Sim,48,Preta,1,Auxiliar de Enfermagem,2896,Sim,48,Amarela,0,10,Nao
Ignatius Avila,nibh.sit.amet@faucibusorci.ca,Brazil,Goiás,(84) 0000-3026,Willa Mckinney,integer.tincidunt@arcuvelquam.net,Brazil,Paraná,(55) 0000-1546,Ap #983-2249 Metus. Road,Medico,2855,Sim,48,Preta,1,Cirurgiao,2897,Nao,23,Parda,0,7,Nao
Hanna Guerrero,aliquet.sem@nonmassa.ca,Brazil,Santa Catarina,(31) 0000-0961,Willa Mckinney,integer.tincidunt@arcuvelquam.net,Brazil,Paraná,(55) 0000-1546,Ap #983-2249 Metus. Road,Medico,2855,Sim,48,Preta,1,Enfermeiro Obstreta,2898,Sim,38,Parda,1,10,Sim
Naomi Mcclain,proin.mi@erategettincidunt.ca,Brazil,Goiás,(23) 0000-8887,Ap #694-4180 Metus Avenue,Gerente de Enfermagem,2899,Sim,23,Preta,0,13,Nao
Colton York,in.tempus.eu@natoquepenatibus.co.uk,Brazil,Maranhão,(13) 0000-6213,Tanner Rhodes,aliquet.metus@auguescelerisque.co.uk,Brazil,Maranhão,(41) 0000-6257,Ap #433-6422 Ac, Street,Cirurgiao,2905,Sim,43,Preta,1,Tecnico Enfermagem,2900,Sim,21,Preta,0,1,Sim
Adrian Spence,lacus.quisque@arcuvel.org,Brazil,Goiás,(71) 0000-3592,149-8672 Sem Rd.,Enfermeiro Chefe,2901,Sim,47,Indígena,0,5,Sim
Nigel Benson,quisque.nonummy@uterosnon.edu,Brazil,Rio Grande do Sul,(70) 0000-7154,8710 Neque. Avenue,Enfermeiro UTI,2902,Sim,37,Parda,0,3,Nao
Arthur Boyer,aenean.euismod.mauris@loremipsum.co.uk,Brazil,Rio Grande do Sul,(22) 0000-8358,Ap #148-9380 Suspendisse Road,Enfermeiro Plantonista,2903,Sim,36,Indígena,0,4,Sim
Briar Mccarthy,nunc.lectus@magnaloremipsum.edu,Brazil,Rio de Janeiro,(59) 0000-3733,876-9320 Mauris St.,Tecnico Enfermagem,2904,Nao,19,Parda,1,13,Sim
Tanner Rhodes,aliquet.metus@auguescelerisque.co.uk,Brazil,Maranhão,(41) 0000-6257,Tanner Rhodes,aliquet.metus@auguescelerisque.co.uk,Brazil,Maranhão,(41) 0000-6257,Ap #433-6422 Ac, Street,Cirurgiao,2905,Sim,43,Preta,1,Cirurgiao,2905,Sim,43,Preta,1,1,Nao
Timon Dillard,mi.enim@eueros.ca,Brazil,Santa Catarina,(72) 0000-8735,193-8395 Adipiscing Road,Enfermeiro Obstreta,2906,Nao,28,Preta,0,12,Nao
Nicole Mccarty,hendrerit.donec@risusdonec.co.uk,Brazil,Bahia,(77) 0000-1116,379-6996 Nunc Rd.,Tecnico Em Radiologia,2907,Nao,36,Amarela,0,6,Nao
Macey Livingston,libero.morbi.accumsan@montesnasceturridiculus.co.uk,Brazil,Paraíba,(44) 0000-8030,8351 Posuere Street,Gerente de Enfermagem,2908,Nao,29,Indígena,1,11,Sim
Aidan Gardner,sed@diamluctuslobortis.edu,Brazil,Maranhão,(55) 0000-3214,Tanner Rhodes,aliquet.metus@auguescelerisque.co.uk,Brazil,Maranhão,(41) 0000-6257,Ap #433-6422 Ac, Street,Cirurgiao,2905,Sim,43,Preta,1,Coordenador de Enfermagem,2909,Sim,30,Amarela,1,5,Sim
Keaton Mcbride,natoque.penatibus@namligulaelit.org,Brazil,Pará,(35) 0000-6483,Tanner Rhodes,aliquet.metus@auguescelerisque.co.uk,Brazil,Maranhão,(41) 0000-6257,Ap #433-6422 Ac, Street,Cirurgiao,2905,Sim,43,Preta,1,Enfermeiro Plantonista,2910,Sim,39,Branca,1,11,Nao
Laurel Emerson,quisque.fringilla@odiovelest.ca,Brazil,Bahia,(46) 0000-1667,782-8226 Nulla Street,Cirurgiao,2911,Sim,34,Indígena,0,13,Nao
Kirsten Hampton,fringilla.donec.feugiat@ipsumprimis.ca,Brazil,Rio Grande do Sul,(44) 0000-5742,Ap #368-2500 Est. St.,Gerente de Enfermagem,2912,Sim,44,Preta,0,5,Nao
Mason Perry,nulla.integer.urna@necmalesuada.org,Brazil,Paraíba,(61) 0000-8287,970-2912 Ad St.,Enfermeiro Chefe,2913,Nao,45,Amarela,0,14,Sim
Pandora Pittman,nam.ligula@volutpatnunc.ca,Brazil,Ceará,(98) 0000-9546,Tanner Rhodes,aliquet.metus@auguescelerisque.co.uk,Brazil,Maranhão,(41) 0000-6257,Ap #433-6422 Ac, Street,Cirurgiao,2905,Sim,43,Preta,1,Nefrologista,2914,Sim,42,Branca,1,10,Sim
Tanner Matthews,cras.eu.tellus@quisqueimperdiet.org,Brazil,São Paulo,(14) 0000-9367,754-8498 Rutrum Road,Enfermeiro Plantonista,2915,Sim,27,Amarela,1,9,Sim
Karly Clayton,lorem.ut@pellentesque.com,Brazil,Pernambuco,(09) 0000-6264,4727 Aliquet St.,Enfermeiro UTI,2916,Nao,26,Indígena,1,8,Sim
Ulla Blackwell,natoque@neque.edu,Brazil,Bahia,(51) 0000-8933,6940 Vitae Rd.,Nefrologista,2917,Nao,28,Branca,0,5,Sim
Macaulay Callahan,augue.eu@sodaleselit.co.uk,Brazil,Rio de Janeiro,(26) 0000-1577,Ap #597-1867 Donec Ave,Tecnico Enfermagem,2918,Nao,25,Amarela,0,6,Sim
Cody Mccarthy,ornare@gravidasagittisduis.ca,Brazil,Bahia,(78) 0000-6363,Ap #771-3595 Blandit Ave,Tecnico Em Radiologia,2919,Nao,42,Indígena,1,12,Nao
Justin Peterson,magna.a@integermollis.co.uk,Brazil,Paraíba,(54) 0000-2168,889-8349 Mi St.,Coordenador de Enfermagem,2920,Sim,43,Branca,0,10,Nao
Reese Gamble,blandit.at@vitaeposuereat.ca,Brazil,São Paulo,(46) 0000-7883,421-3102 In St.,Tecnico Enfermagem,2921,Nao,25,Parda,1,3,Nao
Nero Holman,fringilla.est@penatibusetmagnis.edu,Brazil,Minas Gerais,(73) 0000-0552,2049 Mollis Av.,Tecnico Enfermagem,2922,Sim,24,Branca,1,11,Sim
Zeus Sutton,erat.volutpat@aenean.com,Brazil,Paraíba,(51) 0000-8454,Ap #712-723 Auctor Avenue,Gerente de Enfermagem,2923,Sim,36,Amarela,0,9,Nao
Marah Strong,sed@semperauctor.org,Brazil,Rio de Janeiro,(48) 0000-7547,Tanner Rhodes,aliquet.metus@auguescelerisque.co.uk,Brazil,Maranhão,(41) 0000-6257,Ap #433-6422 Ac, Street,Cirurgiao,2905,Sim,43,Preta,1,Farmaceutico,2924,Nao,49,Indígena,1,3,Nao
Unity Holland,pharetra.quisque.ac@vitaedolor.edu,Brazil,Santa Catarina,(52) 0000-0422,Ap #238-1211 Consequat St.,Cirurgiao,2925,Sim,26,Parda,1,1,Sim
Nicholas Sparks,odio.vel@sodales.com,Brazil,Santa Catarina,(96) 0000-4535,Ap #723-8315 In Avenue,Fisioterapeuta Geral,2926,Sim,49,Branca,0,9,Nao
Garth Knowles,nulla.ante@interdumfeugiat.org,Brazil,Santa Catarina,(37) 0000-2661,Tanner Rhodes,aliquet.metus@auguescelerisque.co.uk,Brazil,Maranhão,(41) 0000-6257,Ap #433-6422 Ac, Street,Cirurgiao,2905,Sim,43,Preta,1,Tecnico Enfermagem,2927,Nao,26,Amarela,0,13,Nao
Elvis Gill,laoreet@ultriciessem.ca,Brazil,Bahia,(16) 0000-2646,Ap #792-3181 Odio. St.,Tecnico Enfermagem,2928,Sim,32,Indígena,1,8,Sim
Timon Haney,eu.sem.pellentesque@scelerisquesedsapien.com,Brazil,Rio de Janeiro,(98) 0000-7371,Tanner Rhodes,aliquet.metus@auguescelerisque.co.uk,Brazil,Maranhão,(41) 0000-6257,Ap #433-6422 Ac, Street,Cirurgiao,2905,Sim,43,Preta,1,Farmaceutico,2929,Nao,35,Indígena,1,5,Nao
Nigel Wright,tellus.eu@nibhlaciniaorci.org,Brazil,Maranhão,(87) 0000-7022,Ap #916-8548 Proin Rd.,Enfermeiro UTI,2930,Nao,24,Parda,0,1,Sim
Kristen Gomez,sollicitudin.a.malesuada@nulla.org,Brazil,Santa Catarina,(16) 0000-2584,791-5742 Mi Rd.,Farmaceutico,2931,Sim,24,Preta,0,10,Nao
Ira Zamora,sed.eu@ac.com,Brazil,Pará,(90) 0000-6607,Tanner Rhodes,aliquet.metus@auguescelerisque.co.uk,Brazil,Maranhão,(41) 0000-6257,Ap #433-6422 Ac, Street,Cirurgiao,2905,Sim,43,Preta,1,Auxiliar de Enfermagem,2932,Sim,24,Amarela,1,11,Sim
Tucker Chan,aliquam.ornare@odiophasellus.com,Brazil,Paraná,(44) 0000-8756,271-9478 Lacinia St.,Farmaceutico,2933,Nao,46,Amarela,0,9,Nao
Hilary Delaney,semper.dui@eteuismodet.co.uk,Brazil,Minas Gerais,(11) 0000-8286,159-2572 Cursus St.,Gerente de Enfermagem,2934,Sim,37,Parda,0,6,Sim
Molly Gay,dictum.sapien.aenean@malesuada.edu,Brazil,Minas Gerais,(82) 0000-1446,9426 Ligula. Ave,Enfermeiro UTI,2935,Nao,27,Parda,0,2,Nao
Nicholas Martinez,a.feugiat@euismodindolor.ca,Brazil,Pernambuco,(17) 0000-1716,Tanner Rhodes,aliquet.metus@auguescelerisque.co.uk,Brazil,Maranhão,(41) 0000-6257,Ap #433-6422 Ac, Street,Cirurgiao,2905,Sim,43,Preta,1,Medico,2936,Nao,29,Amarela,0,1,Sim
Berk Bishop,suspendisse.tristique@ultriciesdignissimlacus.edu,Brazil,Santa Catarina,(14) 0000-8384,348-6045 Per Ave,Cirurgiao,2937,Sim,40,Branca,0,3,Nao
Paula Bailey,sed.et@nequein.co.uk,Brazil,Rio Grande do Sul,(17) 0000-4611,Tanner Rhodes,aliquet.metus@auguescelerisque.co.uk,Brazil,Maranhão,(41) 0000-6257,Ap #433-6422 Ac, Street,Cirurgiao,2905,Sim,43,Preta,1,Nefrologista,2938,Nao,24,Parda,0,14,Sim
Walker Gillespie,magna@eu.edu,Brazil,Paraíba,(27) 0000-2808,791-8006 Ipsum Av.,Farmaceutico,2939,Nao,44,Amarela,0,5,Sim
Aileen Mueller,sem.elit@sociosquad.org,Brazil,Pernambuco,(21) 0000-8506,4158 Felis Street,Enfermeiro UTI,2940,Nao,22,Parda,1,9,Nao
Burke Trevino,vitae.odio@molestiepharetra.ca,Brazil,Rio Grande do Sul,(67) 0000-1257,Ap #987-5606 Semper Ave,Auxiliar de Enfermagem,2941,Nao,32,Indígena,1,4,Nao
Lynn Walter,dolor@lacusetiambibendum.org,Brazil,Pará,(51) 0000-0272,173-4570 Curabitur Av.,Fisioterapeuta Geral,2942,Sim,27,Branca,0,2,Sim
Aretha Dickerson,et.rutrum@sociisnatoque.net,Brazil,Ceará,(66) 0000-1131,552-5737 Dapibus St.,Gerente de Enfermagem,2943,Sim,39,Parda,0,1,Nao
Dieter Foley,porta@magnisdis.ca,Brazil,Minas Gerais,(66) 0000-2637,752-9862 Magnis St.,Enfermeiro UTI,2944,Sim,38,Amarela,1,1,Nao
Colby Foster,mi@ametlorem.ca,Brazil,Maranhão,(85) 0000-2837,Tanner Rhodes,aliquet.metus@auguescelerisque.co.uk,Brazil,Maranhão,(41) 0000-6257,Ap #433-6422 Ac, Street,Cirurgiao,2905,Sim,43,Preta,1,Cirurgiao,2945,Nao,25,Indígena,0,13,Sim
Samuel Moore,luctus.felis@disparturientmontes.ca,Brazil,São Paulo,(20) 0000-7438,6589 Dolor. Rd.,Nefrologista,2946,Sim,19,Parda,1,9,Sim
Sopoline O'brien,mus.aenean@facilisised.ca,Brazil,São Paulo,(70) 0000-3874,Ap #879-8201 Lobortis Av.,Enfermeiro Plantonista,2947,Sim,43,Branca,0,12,Sim
Pamela Barber,dictum.mi@nulla.ca,Brazil,Rio Grande do Sul,(86) 0000-3028,842-3645 Augue. Street,Enfermeiro UTI,2948,Nao,34,Branca,0,14,Nao
Nicholas Blackburn,rhoncus.id.mollis@malesuadavelconvallis.ca,Brazil,Pernambuco,(86) 0000-2374,Ap #432-9345 Arcu. Ave,Gerente de Enfermagem,2949,Nao,43,Indígena,0,1,Sim
Hasad Garrett,purus.accumsan@nisi.org,Brazil,Rio Grande do Sul,(36) 0000-9021,Ap #671-5611 Sociis Rd.,Fisioterapeuta Geral,2950,Nao,35,Parda,0,3,Sim
Veda Kent,curae@odionam.net,Brazil,Minas Gerais,(76) 0000-2239,Ap #428-6907 Interdum Av.,Medico,2951,Sim,31,Preta,0,12,Sim
Breanna Lynch,adipiscing.lacus@odioauctorvitae.net,Brazil,Rio de Janeiro,(78) 0000-6846,Gray Norman,eu.odio.tristique@sitametluctus.edu,Brazil,Pernambuco,(66) 0000-4283,653-1475 Curabitur Rd.,Tecnico Em Radiologia,2955,Sim,38,Preta,0,Gerente de Enfermagem,2952,Nao,46,Parda,1,2,Nao
Quyn Hubbard,ac.metus@phasellusvitae.org,Brazil,Goiás,(62) 0000-2441,153-4023 Venenatis Street,Gerente de Enfermagem,2953,Nao,42,Indígena,0,12,Nao
Tamekah Lawrence,ac.nulla@egetmetusin.ca,Brazil,Rio Grande do Sul,(61) 0000-7583,Ap #876-4949 Velit. St.,Medico,2954,Sim,32,Amarela,1,9,Sim
Gray Norman,eu.odio.tristique@sitametluctus.edu,Brazil,Pernambuco,(66) 0000-4283,653-1475 Curabitur Rd.,Tecnico Em Radiologia,2955,Sim,38,Preta,0,12,Sim
Sheila Rich,dui.nec@vulputateposuere.ca,Brazil,Paraná,(16) 0000-0455,Gray Norman,eu.odio.tristique@sitametluctus.edu,Brazil,Pernambuco,(66) 0000-4283,653-1475 Curabitur Rd.,Tecnico Em Radiologia,2955,Sim,38,Preta,0,Tecnico Enfermagem,2956,Nao,21,Amarela,0,10,Sim
Kelly Haynes,vel.pede@quisquenonummy.ca,Brazil,Bahia,(68) 0000-8221,Ap #514-5756 In St.,Enfermeiro Chefe,2957,Sim,47,Indígena,1,12,Nao
Jarrod Burt,ridiculus@pharetraut.co.uk,Brazil,Pará,(06) 0000-5571,Ap #363-9160 Porttitor Rd.,Nefrologista,2958,Sim,23,Parda,1,10,Sim
Nathaniel Pitts,laoreet.lectus@tempusscelerisque.com,Brazil,Rio Grande do Sul,(56) 0000-7726,Ap #159-2855 Tincidunt Rd.,Enfermeiro Obstreta,2959,Nao,37,Amarela,1,7,Nao
Bradley Vincent,nonummy@est.edu,Brazil,Minas Gerais,(88) 0000-4011,Ap #515-8250 Donec St.,Enfermeiro Obstreta,2960,Nao,31,Preta,1,11,Sim
Amity Gallegos,fusce@consectetueradipiscing.co.uk,Brazil,Ceará,(71) 0000-2674,Gray Norman,eu.odio.tristique@sitametluctus.edu,Brazil,Pernambuco,(66) 0000-4283,653-1475 Curabitur Rd.,Tecnico Em Radiologia,2955,Sim,38,Preta,0,Tecnico Em Radiologia,2961,Sim,31,Indígena,0,11,Nao
Craig Wolf,in.dolor@laoreetipsumcurabitur.ca,Brazil,Minas Gerais,(28) 0000-8821,803 Semper Ave,Enfermeiro Obstreta,2962,Nao,42,Parda,1,14,Nao
Hamilton Rivas,posuere@ullamcorpernislarcu.ca,Brazil,Pernambuco,(86) 0000-5241,514-2878 Dui. Rd.,Enfermeiro Plantonista,2963,Nao,45,Branca,1,1,Sim
Daphne Donovan,augue.malesuada@pellentesquehabitant.ca,Brazil,Minas Gerais,(16) 0000-6887,Ap #640-4333 Dictum Rd.,Fisioterapeuta Geral,2964,Sim,37,Parda,1,10,Sim
Sylvester Christensen,sem.nulla@aliquameros.edu,Brazil,Paraná,(81) 0000-3163,171-9463 Nunc Ave,Farmaceutico,2965,Sim,36,Parda,1,13,Sim
Hunter Navarro,luctus@nectempusmauris.co.uk,Brazil,Minas Gerais,(79) 0000-2101,389-2086 Proin Rd.,Tecnico Enfermagem,2966,Sim,19,Indígena,1,10,Nao
Zeph Savage,pretium.et@orciphasellusdapibus.net,Brazil,Ceará,(88) 0000-0664,Ap #517-596 Bibendum Rd.,Cirurgiao,2967,Sim,37,Branca,0,6,Sim
Keefe Campbell,iaculis.quis.pede@egetvarius.edu,Brazil,Minas Gerais,(85) 0000-2013,Gray Norman,eu.odio.tristique@sitametluctus.edu,Brazil,Pernambuco,(66) 0000-4283,653-1475 Curabitur Rd.,Tecnico Em Radiologia,2955,Sim,38,Preta,0,Enfermeiro Plantonista,2968,Sim,49,Indígena,0,12,Sim
Lionel Stark,dis.parturient@donecat.edu,Brazil,Santa Catarina,(74) 0000-3658,Gray Norman,eu.odio.tristique@sitametluctus.edu,Brazil,Pernambuco,(66) 0000-4283,653-1475 Curabitur Rd.,Tecnico Em Radiologia,2955,Sim,38,Preta,0,Fisioterapeuta Geral,2969,Nao,18,Indígena,0,14,Sim
Nolan Bentley,quis.turpis.vitae@iaculis.net,Brazil,Rio de Janeiro,(01) 0000-4418,Gray Norman,eu.odio.tristique@sitametluctus.edu,Brazil,Pernambuco,(66) 0000-4283,653-1475 Curabitur Rd.,Tecnico Em Radiologia,2955,Sim,38,Preta,0,Tecnico Enfermagem,2970,Nao,28,Branca,1,12,Sim
Finn Castillo,sed.nec.metus@neceleifend.co.uk,Brazil,Paraná,(48) 0000-3810,8299 Vestibulum St.,Enfermeiro Plantonista,2971,Nao,23,Indígena,0,9,Sim
Kasimir Padilla,libero.integer.in@mollis.com,Brazil,Maranhão,(26) 0000-8956,Gray Norman,eu.odio.tristique@sitametluctus.edu,Brazil,Pernambuco,(66) 0000-4283,653-1475 Curabitur Rd.,Tecnico Em Radiologia,2955,Sim,38,Preta,0,Coordenador de Enfermagem,2972,Sim,46,Preta,1,4,Sim
Judah Mcfadden,vivamus.euismod@etmagnis.net,Brazil,Maranhão,(30) 0000-3415,7058 Condimentum Rd.,Auxiliar de Enfermagem,2973,Sim,31,Preta,1,14,Nao
Gannon Clay,diam.dictum.sapien@mattis.co.uk,Brazil,Ceará,(32) 0000-3414,Gray Norman,eu.odio.tristique@sitametluctus.edu,Brazil,Pernambuco,(66) 0000-4283,653-1475 Curabitur Rd.,Tecnico Em Radiologia,2955,Sim,38,Preta,0,Enfermeiro Chefe,2974,Sim,22,Amarela,1,4,Sim
Sean Zamora,eu@necante.edu,Brazil,Rio Grande do Sul,(07) 0000-7633,718-8707 Posuere Street,Gerente de Enfermagem,2975,Nao,20,Indígena,1,4,Sim
Cherokee Cardenas,metus.vitae@mattis.ca,Brazil,Minas Gerais,(14) 0000-5572,Ap #614-2224 Fermentum Av.,Enfermeiro Chefe,2976,Sim,36,Preta,0,8,Sim
Candice Ware,nec.quam@risusdonecnibh.com,Brazil,Pará,(66) 0000-5177,298-2821 Ac Street,Farmaceutico,2977,Nao,18,Indígena,0,2,Nao
Joan Alvarado,tellus.eu@acliberonec.net,Brazil,Santa Catarina,(64) 0000-7246,Ap #157-8477 Posuere St.,Tecnico Enfermagem,2978,Nao,38,Preta,1,2,Nao
Aphrodite Anthony,tempor.augue.ac@curabituregestas.edu,Brazil,Minas Gerais,(34) 0000-1477,821-7219 Aliquam Rd.,Gerente de Enfermagem,2979,Nao,29,Parda,1,5,Sim
Louis Mcgee,diam@curabiturvellectus.edu,Brazil,Rio de Janeiro,(33) 0000-6528,Ap #327-4137 Eu Road,Farmaceutico,2980,Sim,45,Preta,0,13,Nao
Igor Bass,sit@liguladonec.ca,Brazil,Santa Catarina,(14) 0000-5532,Ap #218-2047 Fames Street,Farmaceutico,2981,Sim,23,Parda,1,9,Sim
Sophia Clemons,augue.ut.lacus@velquamdignissim.ca,Brazil,Goiás,(04) 0000-6975,449-4886 Duis Street,Enfermeiro UTI,2982,Nao,49,Preta,1,6,Nao
Violet Orr,tortor.integer@sit.edu,Brazil,Goiás,(86) 0000-9245,3394 Pretium Street,Gerente de Enfermagem,2983,Nao,31,Amarela,1,9,Sim
Nevada Nichols,velit@nectellus.co.uk,Brazil,Paraná,(45) 0000-3564,Ap #661-7442 Ut St.,Cirurgiao,2984,Sim,36,Amarela,0,1,Sim
Olivia Silva,donec.tempus@classaptent.com,Brazil,Pará,(82) 0000-5360,862-1716 Aenean St.,Nefrologista,2985,Sim,23,Indígena,0,4,Nao
Lester Pruitt,vestibulum.ante@etrutrumnon.co.uk,Brazil,Pernambuco,(74) 0000-9319,441-9913 Erat Street,Coordenador de Enfermagem,2986,Sim,47,Branca,0,11,Sim
